CID,BDATE,GEN
NASAW00014107,1981-01-20,Female
NASAW00014108,1980-10-04,Male
NASAW00014109,1980-02-20,Male
NASAW00014110,1978-12-09,Male
NASAW00014111,1978-05-22,Male
NASAW00014112,1978-05-06,Male
NASAW00014113,1977-10-20,Female
NASAW00014114,1977-07-06,Female
NASAW00014115,1983-06-01,Female
NASAW00014116,1973-08-17,Female
NASAW00014117,1974-04-22,Female
NASAW00014118,1978-07-10,Female
NASAW00014119,1972-12-08,Female
NASAW00014120,1972-12-14,Female
NASAW00014121,1973-01-09,Male
NASAW00014122,1953-02-09,Female
NASAW00014123,1985-06-09,Male
NASAW00014124,1986-03-11,Male
NASAW00014125,1983-11-16,Male
NASAW00014126,1984-04-11,Male
NASAW00014127,1981-08-07,Female
NASAW00014128,1984-07-19,Male
NASAW00014129,1985-04-16,Female
NASAW00014130,1984-09-10,Female
NASAW00014131,1984-02-13,Male
NASAW00014132,1982-07-20,Male
NASAW00014133,1983-05-16,Male
NASAW00014134,1982-12-11,Female
NASAW00014135,1949-02-06,Male
NASAW00014136,1948-10-02,Male
NASAW00014137,1949-04-04,Female
NASAW00014138,1949-04-14,Male
NASAW00014139,1966-09-22,Female
NASAW00014140,1967-01-05,Female
NASAW00014141,1965-12-09,Female
NASAW00014142,1966-03-13,Male
NASAW00014143,1971-03-10,Female
NASAW00014144,1965-04-09,Male
NASAW00014145,1964-08-14,Male
NASAW00014146,1965-01-18,Female
NASAW00014147,1963-09-14,Male
NASAW00014148,1963-09-09,Male
NASAW00014149,1977-04-22,Male
NASAW00014150,1964-08-20,Male
NASAW00014151,1981-10-22,Female
NASAW00014152,1975-09-07,Male
NASAW00014153,1976-05-13,Male
NASAW00014154,1981-10-05,Male
NASAW00014155,1981-09-06,Female
NASAW00014156,1974-11-15,Male
NASAW00014157,1980-04-10,Male
NASAW00014158,1974-08-04,Male
NASAW00014159,1980-11-08,Male
NASAW00014160,1975-01-02,Female
NASAW00014161,1974-08-02,Female
NASAW00014162,1975-05-18,Male
NASAW00014163,1975-04-22,Female
NASAW00014164,1980-11-08,Female
NASAW00014165,1974-10-26,Female
NASAW00014166,1928-04-09,Female
NASAW00014167,1956-09-29,Female
NASAW00014168,1957-03-24,Male
NASAW00014169,1979-04-13,Female
NASAW00014170,1974-05-02,Female
NASAW00014171,1950-03-05,Female
NASAW00014172,1949-10-19,Female
NASAW00014173,1950-10-19,Female
NASAW00014174,1956-09-04,Male
NASAW00014175,1950-11-17,Female
NASAW00014176,1951-09-05,Female
NASAW00014177,1951-11-19,Male
NASAW00014178,1952-03-14,Female
NASAW00014179,1957-04-22,Female
NASAW00014180,1951-11-02,Male
NASAW00014181,1952-05-31,Female
NASAW00014182,1965-09-16,Male
NASAW00014183,1964-10-13,Female
NASAW00014184,1970-04-22,Male
NASAW00014185,1958-05-19,Male
NASAW00014186,1957-12-24,Female
NASAW00014187,1958-03-24,Male
NASAW00014188,1957-05-06,Female
NASAW00014189,1957-02-28,Female
NASAW00014190,1956-11-19,Female
NASAW00014191,1962-01-11,Male
NASAW00014192,1956-02-20,Male
NASAW00014193,1956-01-31,Female
NASAW00014194,1955-07-26,Female
NASAW00014195,1955-11-01,Male
NASAW00014196,1956-04-02,Female
NASAW00014197,1960-01-30,Male
NASAW00014198,1955-05-12,Female
NASAW00014199,1954-12-30,Male
NASAW00014200,1954-04-06,Female
NASAW00014201,1953-10-08,Female
NASAW00014202,1954-01-16,Male
NASAW00014203,1952-11-10,Male
NASAW00014204,1969-08-01,Female
NASAW00014205,1952-10-20,Male
NASAW00014206,1953-01-02,Male
NASAW00014207,1953-03-20,Male
NASAW00014208,1953-02-18,Male
NASAW00014209,1980-10-06,Male
NASAW00014210,1982-04-26,Female
NASAW00014211,1986-03-11,Female
NASAW00014212,1980-10-30,Male
NASAW00014213,1981-05-10,Female
NASAW00014214,1980-12-23,Female
NASAW00014215,1980-12-02,Female
NASAW00014216,1985-11-02,Male
NASAW00014217,1985-04-21,Male
NASAW00014218,1985-02-04,Male
NASAW00014219,1980-04-30,Female
NASAW00014220,1985-07-16,Female
NASAW00014221,1977-10-03,Male
NASAW00014222,1983-07-24,Female
NASAW00014223,1983-05-25,Male
NASAW00014224,1984-09-17,Female
NASAW00014225,1977-11-24,Female
NASAW00014226,1978-01-23,Female
NASAW00014227,1983-10-18,Female
NASAW00014228,1977-02-17,Male
NASAW00014229,1977-01-02,Male
NASAW00014230,1977-01-07,Male
NASAW00014231,1978-02-02,Female
NASAW00014232,1982-03-14,Male
NASAW00014233,1976-12-24,Male
NASAW00014234,1975-12-15,Female
NASAW00014235,1981-05-17,Male
NASAW00014236,1981-11-22,Female
NASAW00014237,1981-04-07,Female
NASAW00014238,1975-12-02,Male
NASAW00014239,1946-12-17,Female
NASAW00014240,1946-12-16,Female
NASAW00014241,1947-04-26,Female
NASAW00014242,1947-11-30,Male
NASAW00014243,1953-03-31,Female
NASAW00014244,1958-09-04,Female
NASAW00014245,1948-05-01,Female
NASAW00014246,1953-03-03,Male
NASAW00014247,1947-08-27,Male
NASAW00014248,1947-08-30,Female
NASAW00014249,1947-07-09,Male
NASAW00014250,1948-01-31,Male
NASAW00014251,1948-02-19,Male
NASAW00014252,1948-12-01,Female
NASAW00014253,1949-04-18,Male
NASAW00014254,1949-02-28,Female
NASAW00014255,1948-08-25,Male
NASAW00014256,1948-11-13,Female
NASAW00014257,1948-07-31,Male
NASAW00014258,1950-01-15,Female
NASAW00014259,1958-08-31,Male
NASAW00014260,1959-06-09,Male
NASAW00014261,1958-08-13,Female
NASAW00014262,1964-11-07,Male
NASAW00014263,1959-08-24,Female
NASAW00014264,1959-08-08,Male
NASAW00014265,1980-09-13,Male
NASAW00014266,1980-11-23,Male
NASAW00014267,1981-03-12,Female
NASAW00014268,1986-02-13,Female
NASAW00014269,1981-05-18,Male
NASAW00014270,1980-07-24,Male
NASAW00014271,1979-08-31,Male
NASAW00014272,1979-08-31,Female
NASAW00014273,1984-05-01,Male
NASAW00014274,1982-01-06,Male
NASAW00014275,1960-08-01,Male
NASAW00014276,1961-01-06,Female
NASAW00014277,1967-04-24,Male
NASAW00014278,1969-07-17,Female
NASAW00014279,1969-07-31,Female
NASAW00014280,1978-08-15,Male
NASAW00014281,1979-01-03,Male
NASAW00014282,1979-09-20,Female
NASAW00014283,1985-10-04,Male
NASAW00014284,1979-12-15,Male
NASAW00014285,1985-11-30,Female
NASAW00014286,1964-10-09,Female
NASAW00014287,1976-02-20,Male
NASAW00014288,1971-09-06,Female
NASAW00014289,1972-02-19,Female
NASAW00014290,1962-09-07,Male
NASAW00014291,1963-02-17,Male
NASAW00014292,1968-09-24,Female
NASAW00014293,1962-08-15,Male
NASAW00014294,1963-05-22,Male
NASAW00014295,1963-01-11,Female
NASAW00014296,1962-11-14,Male
NASAW00014297,1962-07-12,Female
NASAW00014298,1963-01-11,Female
NASAW00014299,1972-12-08,Male
NASAW00014300,1972-07-31,Male
NASAW00014301,1967-09-14,Male
NASAW00014302,1968-01-12,Female
NASAW00014303,1967-12-18,Female
NASAW00014304,1973-02-11,Female
NASAW00014305,1968-01-08,Male
NASAW00014306,1966-11-05,Male
NASAW00014307,1966-12-03,Male
NASAW00014308,1983-02-20,Female
NASAW00014309,1971-11-06,Male
NASAW00014310,1977-07-18,Male
NASAW00014311,1982-10-08,Male
NASAW00014312,1966-04-25,Female
NASAW00014313,1966-04-13,Male
NASAW00014314,1970-07-16,Female
NASAW00014315,1970-01-01,Male
NASAW00014316,1967-07-07,Male
NASAW00014317,1968-02-19,Male
NASAW00014318,1968-04-16,Male
NASAW00014319,1968-06-23,Female
NASAW00014320,1972-02-01,Female
NASAW00014321,1969-10-22,Male
NASAW00014322,1964-01-07,Female
NASAW00014323,1963-03-20,Male
NASAW00014324,1962-09-07,Female
NASAW00014325,1963-01-02,Female
NASAW00014326,1962-09-30,Male
NASAW00014327,1981-08-18,Male
NASAW00014328,1982-02-05,Female
NASAW00014329,1981-07-19,Female
NASAW00014330,1982-04-04,Male
NASAW00014331,1985-08-23,Male
NASAW00014332,1985-10-19,Female
NASAW00014333,1985-10-02,Male
NASAW00014334,1986-01-22,Male
NASAW00014335,1984-03-12,Female
NASAW00014336,1984-02-04,Male
NASAW00014337,1983-08-29,Female
NASAW00014338,1983-11-22,Female
NASAW00014339,1983-06-01,Female
NASAW00014340,1982-09-29,Female
NASAW00014341,1985-04-21,Male
NASAW00014342,1984-09-22,Female
NASAW00014343,1985-01-20,Male
NASAW00014344,1945-03-20,Male
NASAW00014345,1945-08-08,Female
NASAW00014346,1946-11-29,Female
NASAW00014347,1946-11-14,Female
NASAW00014348,1948-05-15,Male
NASAW00014349,1981-11-08,Female
NASAW00014350,1981-12-06,Female
NASAW00014351,1981-08-01,Female
NASAW00014352,1986-03-14,Female
NASAW00014353,1980-12-12,Female
NASAW00014354,1980-01-25,Male
NASAW00014355,1979-05-11,Male
NASAW00014356,1978-07-15,Female
NASAW00014357,1973-01-09,Male
NASAW00014358,1973-06-20,Female
NASAW00014359,1974-05-02,Male
NASAW00014360,1964-10-14,Female
NASAW00014361,1964-07-23,Male
NASAW00014362,1977-10-31,Male
NASAW00014363,1979-03-04,Female
NASAW00014364,1978-09-06,Male
NASAW00014365,1978-11-16,Male
NASAW00014366,1976-07-21,Female
NASAW00014367,1982-02-25,Female
NASAW00014368,1976-09-11,Male
NASAW00014369,1977-02-16,Male
NASAW00014370,1983-09-06,Female
NASAW00014371,1977-12-06,Male
NASAW00014372,1978-01-08,Female
NASAW00014373,1983-06-11,Male
NASAW00014374,1983-09-15,Male
NASAW00014375,1981-05-08,Female
NASAW00014376,1949-10-17,Female
NASAW00014377,1949-12-07,Female
NASAW00014378,1955-08-29,Male
NASAW00014379,1949-08-21,Male
NASAW00014380,1950-01-08,Female
NASAW00014381,1961-06-17,Female
NASAW00014382,1955-11-03,Male
NASAW00014383,1950-11-18,Male
NASAW00014384,1950-11-19,Female
NASAW00014385,1956-10-16,Female
NASAW00014386,1952-01-17,Female
NASAW00014387,1952-05-31,Female
NASAW00014388,1952-01-12,Female
NASAW00014389,1953-01-29,Male
NASAW00014390,1953-05-21,Male
NASAW00014391,1952-09-04,Male
NASAW00014392,1953-02-20,Male
NASAW00014393,1958-10-01,Male
NASAW00014394,1958-10-03,Male
NASAW00014395,1963-09-16,Male
NASAW00014396,1953-10-15,Female
NASAW00014397,1953-09-21,Female
NASAW00014398,1954-03-10,Male
NASAW00014399,1959-05-03,Male
NASAW00014400,1954-04-21,Male
NASAW00014401,1954-09-06,Male
NASAW00014402,1954-11-18,Female
NASAW00014403,1954-09-16,Female
NASAW00014404,1956-03-26,Female
NASAW00014405,1955-11-29,Male
NASAW00014406,1961-08-11,Female
NASAW00014407,1955-12-02,Male
NASAW00014408,1956-02-11,Female
NASAW00014409,1961-04-22,Male
NASAW00014410,1955-12-24,Female
NASAW00014411,1956-08-03,Female
NASAW00014412,1956-09-30,Female
NASAW00014413,1956-08-14,Female
NASAW00014414,1957-03-13,Female
NASAW00014415,1962-11-12,Male
NASAW00014416,1957-10-26,Female
NASAW00014417,1957-08-04,Male
NASAW00014418,1963-04-23,Female
NASAW00014419,1957-11-10,Female
NASAW00014420,1974-08-12,Female
NASAW00014421,1958-01-25,Female
NASAW00014422,1969-11-02,Female
NASAW00014423,1963-12-18,Female
NASAW00014424,1974-01-01,Female
NASAW00014425,1974-02-11,Male
NASAW00014426,1968-08-19,Female
NASAW00014427,1961-11-05,Male
NASAW00014428,1961-04-10,Female
NASAW00014429,1961-01-21,Female
NASAW00014430,1963-01-03,Female
NASAW00014431,1962-05-21,Female
NASAW00014432,1939-02-21,Male
NASAW00014433,1938-12-03,Female
NASAW00014434,1938-09-25,Female
NASAW00014435,1938-10-14,Female
NASAW00014436,1971-03-04,Male
NASAW00014437,1971-01-30,Male
NASAW00014438,1976-04-12,Female
NASAW00014439,1971-01-30,Male
NASAW00014440,1971-05-13,Male
NASAW00014441,1976-11-03,Male
NASAW00014442,1970-12-22,Female
NASAW00014443,1971-05-04,Male
NASAW00014444,1970-09-08,Male
NASAW00014445,1971-04-22,Male
NASAW00014446,1975-08-06,Male
NASAW00014447,1969-07-04,Female
NASAW00014448,1975-12-22,Female
NASAW00014449,1969-11-07,Male
NASAW00014450,1975-04-06,Male
NASAW00014451,1969-11-29,Male
NASAW00014452,1967-09-14,Male
NASAW00014453,1962-02-09,Male
NASAW00014454,1940-05-17,Female
NASAW00014455,1968-09-13,Female
NASAW00014456,1979-09-04,Male
NASAW00014457,1968-08-06,Male
NASAW00014458,1967-12-02,Male
NASAW00014459,1967-12-07,Male
NASAW00014460,1968-04-06,Male
NASAW00014461,1968-05-12,Female
NASAW00014462,1967-12-30,Female
NASAW00014463,1973-10-06,Female
NASAW00014464,1967-12-25,Female
NASAW00014465,1966-08-21,Male
NASAW00014466,1966-08-21,Male
NASAW00014467,1966-11-01,Male
NASAW00014468,1966-10-07,Female
NASAW00014469,1966-10-20,Female
NASAW00014470,1972-02-01,Male
NASAW00014471,1967-01-14,Male
NASAW00014472,1966-12-01,Female
NASAW00014473,1972-01-31,Male
NASAW00014474,1966-09-17,Female
NASAW00014475,1966-08-09,Female
NASAW00014476,1960-07-17,Male
NASAW00014477,1961-02-03,Female
NASAW00014478,1965-08-05,Female
NASAW00014479,1942-03-20,Female
NASAW00014480,1971-05-02,Male
NASAW00014481,1966-01-29,Female
NASAW00014482,1966-01-19,Male
NASAW00014483,1966-01-19,Female
NASAW00014484,1971-09-03,Female
NASAW00014485,1965-12-09,Female
NASAW00014486,1965-09-16,Male
NASAW00014487,1960-04-04,Male
NASAW00014488,1959-09-02,Male
NASAW00014489,1964-06-10,Male
NASAW00014490,1964-10-13,Male
NASAW00014491,1959-05-03,Male
NASAW00014492,1958-11-23,Male
NASAW00014493,1959-01-22,Female
NASAW00014494,1964-05-13,Male
NASAW00014495,1957-12-21,Male
NASAW00014496,1958-04-17,Female
NASAW00014497,1963-09-30,Female
NASAW00014498,1943-03-20,Female
NASAW00014499,1942-10-07,Male
NASAW00014500,1943-05-18,Female
NASAW00014501,1943-11-10,Male
NASAW00014502,1944-03-10,Female
NASAW00014503,1943-09-17,Female
NASAW00014504,1944-02-18,Female
NASAW00014505,1943-11-22,Male
NASAW00014506,1945-11-17,Female
NASAW00014507,1946-03-01,Male
NASAW00014508,1946-04-02,Female
NASAW00014509,1973-08-30,Female
NASAW00014510,1973-08-17,Male
NASAW00014511,1974-05-23,Female
NASAW00014512,1979-09-03,Male
NASAW00014513,1974-05-20,Female
NASAW00014514,1985-03-10,Female
NASAW00014515,1985-02-06,Female
NASAW00014516,1950-05-25,Male
NASAW00014517,1961-01-14,Female
NASAW00014518,1953-05-07,Female
NASAW00014519,1984-05-18,Female
NASAW00014520,1984-06-16,Female
NASAW00014521,1953-04-09,Male
NASAW00014522,1953-02-16,Male
NASAW00014523,1953-05-25,Female
NASAW00014524,1983-11-16,Female
NASAW00014525,1982-12-05,Female
NASAW00014526,1967-07-09,Female
NASAW00014527,1968-04-06,Male
NASAW00014528,1973-11-29,Male
NASAW00014529,1967-09-30,Female
NASAW00014530,1968-02-29,Male
NASAW00014531,1967-07-21,Female
NASAW00014532,1979-05-17,Female
NASAW00014533,1983-10-05,Male
NASAW00014534,1966-10-22,Female
NASAW00014535,1972-05-12,Male
NASAW00014536,1966-12-30,Female
NASAW00014537,1941-03-11,Male
NASAW00014538,1967-10-18,Female
NASAW00014539,1968-06-18,Female
NASAW00014540,1963-10-16,Male
NASAW00014541,1963-11-14,Male
NASAW00014542,1979-05-04,Male
NASAW00014543,1963-02-08,Female
NASAW00014544,1962-09-11,Male
NASAW00014545,1973-03-14,Female
NASAW00014546,1961-09-07,Female
NASAW00014547,1961-01-01,Male
NASAW00014548,1960-12-17,Female
NASAW00014549,1961-05-26,Male
NASAW00014550,1953-10-05,Female
NASAW00014551,1943-04-23,Female
NASAW00014552,1945-04-14,Female
NASAW00014553,1946-04-02,Female
NASAW00014554,1951-07-03,Male
NASAW00014555,1948-05-13,Female
NASAW00014556,1948-09-21,Male
NASAW00014557,1986-03-22,Male
NASAW00014558,1981-11-08,Female
NASAW00014559,1976-03-20,Female
NASAW00014560,1976-03-31,Male
NASAW00014561,1981-05-24,Male
NASAW00014562,1975-10-07,Male
NASAW00014563,1975-03-24,Male
NASAW00014564,1980-01-31,Female
NASAW00014565,1974-09-29,Female
NASAW00014566,1977-04-02,Female
NASAW00014567,1982-05-21,Male
NASAW00014568,1982-03-09,Female
NASAW00014569,1982-06-12,Male
NASAW00014570,1976-10-19,Female
NASAW00014571,1982-04-23,Female
NASAW00014572,1976-10-13,Female
NASAW00014573,1980-02-02,Female
NASAW00014574,1974-09-15,Female
NASAW00014575,1980-05-07,Female
NASAW00014576,1979-05-19,Female
NASAW00014577,1973-12-10,Female
NASAW00014578,1979-01-05,Male
NASAW00014579,1974-04-22,Male
NASAW00014580,1978-03-13,Male
NASAW00014581,1978-10-17,Male
NASAW00014582,1981-01-30,Male
NASAW00014583,1975-11-10,Female
NASAW00014584,1976-04-05,Female
NASAW00014585,1981-04-19,Female
NASAW00014586,1973-05-10,Female
NASAW00014587,1973-03-31,Female
NASAW00014588,1973-01-18,Male
NASAW00014589,1977-01-29,Female
NASAW00014590,1977-04-22,Female
NASAW00014591,1971-10-06,Male
NASAW00014592,1972-01-23,Female
NASAW00014593,1971-07-13,Male
NASAW00014594,1972-02-18,Female
NASAW00014595,1977-04-06,Female
NASAW00014596,1972-05-13,Female
NASAW00014597,1971-10-01,Male
NASAW00014598,1975-02-18,Female
NASAW00014599,1974-09-24,Male
NASAW00014600,1980-10-14,Female
NASAW00014601,1980-10-06,Male
NASAW00014602,1975-03-08,Female
NASAW00014603,1970-10-06,Female
NASAW00014604,1971-04-01,Male
NASAW00014605,1971-03-25,Female
NASAW00014606,1971-02-11,Female
NASAW00014607,1975-05-01,Male
NASAW00014608,1969-08-03,Male
NASAW00014609,1970-01-03,Female
NASAW00014610,1969-09-21,Female
NASAW00014611,1969-07-18,Female
NASAW00014612,1974-07-16,Male
NASAW00014613,1980-02-02,Male
NASAW00014614,1979-02-07,Male
NASAW00014615,1985-01-06,Female
NASAW00014616,1973-08-14,Female
NASAW00014617,1968-08-02,Male
NASAW00014618,1974-09-05,Female
NASAW00014619,1974-02-22,Male
NASAW00014620,1968-10-19,Female
NASAW00014621,1968-02-05,Female
NASAW00014622,1967-08-24,Male
NASAW00014623,1973-10-02,Male
NASAW00014624,1967-11-07,Female
NASAW00014625,1967-09-07,Male
NASAW00014626,1966-11-21,Male
NASAW00014627,1972-11-12,Male
NASAW00014628,1966-10-21,Male
NASAW00014629,1967-01-21,Male
NASAW00014630,1967-02-04,Male
NASAW00014631,1966-10-15,Male
NASAW00014632,1972-03-11,Male
NASAW00014633,1967-04-06,Male
NASAW00014634,1967-05-19,Female
NASAW00014635,1965-10-10,Male
NASAW00014636,1966-01-01,Female
NASAW00014637,1976-09-01,Male
NASAW00014638,1971-08-18,Male
NASAW00014639,1966-02-21,Male
NASAW00014640,1973-03-03,Female
NASAW00014641,1978-07-15,Male
NASAW00014642,1972-11-10,Male
NASAW00014643,1972-07-14,Male
NASAW00014644,1973-06-12,Female
NASAW00014645,1972-08-20,Male
NASAW00014646,1978-01-03,Male
NASAW00014647,1972-12-08,Male
NASAW00014648,1933-12-22,Male
NASAW00014649,1977-05-20,Female
NASAW00014650,1966-03-27,Male
NASAW00014651,1965-11-11,Female
NASAW00014652,1966-06-01,Male
NASAW00014653,1964-07-06,Male
NASAW00014654,1965-02-10,Male
NASAW00014655,1970-01-24,Female
NASAW00014656,1964-09-04,Male
NASAW00014657,1964-05-10,Male
NASAW00014658,1969-05-22,Female
NASAW00014659,1963-07-20,Male
NASAW00014660,1969-03-02,Female
NASAW00014661,1963-10-04,Female
NASAW00014662,1963-11-06,Male
NASAW00014663,1964-04-02,Male
NASAW00014664,1963-11-30,Female
NASAW00014665,1975-01-14,Male
NASAW00014666,1980-02-07,Male
NASAW00014667,1976-01-17,Female
NASAW00014668,1975-09-01,Male
NASAW00014669,1976-01-06,Female
NASAW00014670,1974-05-03,Female
NASAW00014671,1978-08-05,Female
NASAW00014672,1974-10-07,Male
NASAW00014673,1974-12-21,Male
NASAW00014674,1973-03-30,Female
NASAW00014675,1973-02-02,Female
NASAW00014676,1972-07-25,Male
NASAW00014677,1977-10-06,Male
NASAW00014678,1971-12-29,Female
NASAW00014679,1972-04-14,Female
NASAW00014680,1972-05-18,Male
NASAW00014681,1979-09-30,Female
NASAW00014682,1979-08-09,Female
NASAW00014683,1970-05-26,Female
NASAW00014684,1970-06-13,Male
NASAW00014685,1969-03-16,Male
NASAW00014686,1969-06-12,Female
NASAW00014687,1979-08-22,Female
NASAW00014688,1986-04-12,Female
NASAW00014689,1986-05-26,Female
NASAW00014690,1985-07-20,Male
NASAW00014691,1985-05-12,Male
NASAW00014692,1983-09-09,Female
NASAW00014693,1984-02-22,Male
NASAW00014694,1978-09-25,Female
NASAW00014695,1978-03-19,Male
NASAW00014696,1977-11-07,Male
NASAW00014697,1977-08-09,Male
NASAW00014698,1984-10-09,Female
NASAW00014699,1979-04-17,Male
NASAW00014700,1979-05-21,Male
NASAW00014701,1977-09-18,Male
NASAW00014702,1978-06-06,Male
NASAW00014703,1977-11-30,Male
NASAW00014704,1977-01-17,Female
NASAW00014705,1977-07-14,Female
NASAW00014706,1977-11-23,Female
NASAW00014707,1977-04-25,Female
NASAW00014708,1976-10-02,Female
NASAW00014709,1982-03-10,Male
NASAW00014710,1976-08-23,Female
NASAW00014711,1977-04-30,Female
NASAW00014712,1977-05-21,Male
NASAW00014713,1976-01-05,Male
NASAW00014714,1976-02-08,Female
NASAW00014715,1981-11-16,Male
NASAW00014716,1982-05-28,Female
NASAW00014717,1976-09-01,Female
NASAW00014718,1977-04-13,Male
NASAW00014719,1975-10-06,Male
NASAW00014720,1976-01-01,Female
NASAW00014721,1985-07-12,Male
NASAW00014722,1980-06-25,Female
NASAW00014723,1980-10-23,Male
NASAW00014724,1972-01-09,Male
NASAW00014725,1972-05-26,Male
NASAW00014726,1971-12-31,Male
NASAW00014727,1977-07-02,Female
NASAW00014728,1982-11-15,Female
NASAW00014729,1977-07-04,Female
NASAW00014730,1964-02-14,Male
NASAW00014731,1964-05-21,Male
NASAW00014732,1970-05-20,Female
NASAW00014733,1958-08-26,Male
NASAW00014734,1964-11-07,Male
NASAW00014735,1959-04-09,Female
NASAW00014736,1959-11-08,Male
NASAW00014737,1959-11-17,Male
NASAW00014738,1959-09-12,Male
NASAW00014739,1960-03-25,Male
NASAW00014740,1965-03-19,Female
NASAW00014741,1960-01-31,Female
NASAW00014742,1961-01-15,Female
NASAW00014743,1966-02-21,Male
NASAW00014744,1961-02-22,Male
NASAW00014745,1960-09-17,Male
NASAW00014746,1960-10-02,Female
NASAW00014747,1966-11-12,Male
NASAW00014748,1967-03-06,Male
NASAW00014749,1967-04-24,Male
NASAW00014750,1962-05-05,Female
NASAW00014751,1961-11-05,Female
NASAW00014752,1963-05-11,Male
NASAW00014753,1979-09-20,Male
NASAW00014754,1963-05-17,Male
NASAW00014755,1963-05-21,Male
NASAW00014756,1962-11-12,Male
NASAW00014757,1967-12-30,Female
NASAW00014758,1969-05-22,Female
NASAW00014759,1963-09-09,Female
NASAW00014760,1964-06-10,Male
NASAW00014761,1969-09-21,Female
NASAW00014762,1964-02-07,Female
NASAW00014763,1964-05-10,Male
NASAW00014764,1965-03-02,Male
NASAW00014765,1964-08-15,Male
NASAW00014766,1973-08-21,Male
NASAW00014767,1974-02-15,Female
NASAW00014768,1929-12-18,Male
NASAW00014769,1974-03-15,Female
NASAW00014770,1979-06-02,Male
NASAW00014771,1974-02-20,Female
NASAW00014772,1974-04-22,Female
NASAW00014773,1973-10-25,Male
NASAW00014774,1973-09-14,Male
NASAW00014775,1985-05-11,Female
NASAW00014776,1979-01-21,Male
NASAW00014777,1973-10-07,Female
NASAW00014778,1972-12-18,Female
NASAW00014779,1978-03-08,Male
NASAW00014780,1973-01-30,Female
NASAW00014781,1972-10-31,Male
NASAW00014782,1973-04-15,Male
NASAW00014783,1978-07-22,Female
NASAW00014784,1973-06-03,Male
NASAW00014785,1972-09-07,Male
NASAW00014786,1978-08-08,Male
NASAW00014787,1971-12-18,Female
NASAW00014788,1972-06-17,Male
NASAW00014789,1972-04-01,Female
NASAW00014790,1972-08-08,Male
NASAW00014791,1972-10-29,Female
NASAW00014792,1978-08-12,Male
NASAW00014793,1972-12-18,Male
NASAW00014794,1978-08-09,Male
NASAW00014795,1971-09-03,Female
NASAW00014796,1976-01-05,Male
NASAW00014797,1976-01-05,Male
NASAW00014798,1971-02-15,Female
NASAW00014799,1976-08-11,Female
NASAW00014800,1970-07-03,Female
NASAW00014801,1969-08-14,Female
NASAW00014802,1970-03-19,Female
NASAW00014803,1969-12-05,Female
NASAW00014804,1979-10-01,Female
NASAW00014805,1974-06-18,Female
NASAW00014806,1974-05-03,Male
NASAW00014807,1968-08-04,Female
NASAW00014808,1980-03-15,Female
NASAW00014809,1979-10-01,Male
NASAW00014810,1972-05-25,Male
NASAW00014811,1972-02-19,Female
NASAW00014812,1971-11-14,Male
NASAW00014813,1968-10-29,Female
NASAW00014814,1969-01-18,Female
NASAW00014815,1976-12-14,Female
NASAW00014816,1976-10-20,Female
NASAW00014817,1982-03-12,Female
NASAW00014818,1969-11-23,Female
NASAW00014819,1969-12-07,Female
NASAW00014820,1975-08-31,Male
NASAW00014821,1969-10-06,Male
NASAW00014822,1969-03-24,Female
NASAW00014823,1969-06-26,Male
NASAW00014824,1974-11-13,Male
NASAW00014825,1982-08-31,Female
NASAW00014826,1985-02-13,Female
NASAW00014827,1984-10-01,Male
NASAW00014828,1985-03-08,Male
NASAW00014829,1983-07-15,Female
NASAW00014830,1974-08-09,Female
NASAW00014831,1968-08-05,Male
NASAW00014832,1980-04-30,Male
NASAW00014833,1967-12-11,Female
NASAW00014834,1983-09-07,Female
NASAW00014835,1984-03-01,Female
NASAW00014836,1983-10-04,Male
NASAW00014837,1983-01-14,Male
NASAW00014838,1983-01-23,Male
NASAW00014839,1982-11-15,Female
NASAW00014840,1983-04-22,Female
NASAW00014841,1917-06-05,Male
NASAW00014842,1981-02-06,Female
NASAW00014843,1981-01-03,Male
NASAW00014844,1986-02-25,Male
NASAW00014845,1985-08-13,Female
NASAW00014846,1985-11-09,Female
NASAW00014847,1979-09-09,Female
NASAW00014848,1981-03-09,Male
NASAW00014849,1981-04-10,Male
NASAW00014850,1978-09-23,Female
NASAW00014851,1978-08-02,Female
NASAW00014852,1984-05-12,Male
NASAW00014853,1953-08-12,Male
NASAW00014854,1959-11-09,Female
NASAW00014855,1954-06-23,Female
NASAW00014856,1983-02-01,Female
NASAW00014857,1954-07-27,Female
NASAW00014858,1956-12-18,Male
NASAW00014859,1957-09-02,Male
NASAW00014860,1963-06-14,Male
NASAW00014861,1982-04-06,Female
NASAW00014862,1977-02-17,Male
NASAW00014863,1982-10-19,Female
NASAW00014864,1976-12-22,Female
NASAW00014865,1976-01-12,Male
NASAW00014866,1981-10-17,Female
NASAW00014867,1981-01-04,Female
NASAW00014868,1981-02-16,Female
NASAW00014869,1981-02-22,Female
NASAW00014870,1979-07-11,Female
NASAW00014871,1985-04-07,Male
NASAW00014872,1985-02-23,Male
NASAW00014873,1979-08-10,Male
NASAW00014874,1981-02-23,Female
NASAW00014875,1981-06-26,Female
NASAW00014876,1936-09-05,Male
NASAW00014877,1972-01-11,Male
NASAW00014878,1971-08-31,Male
NASAW00014879,1972-05-25,Female
NASAW00014880,1958-10-08,Female
NASAW00014881,1970-05-06,Male
NASAW00014882,1964-10-17,Female
NASAW00014883,1964-03-19,Female
